weaponid,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail
30363,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,AK-47 assault rifles and oil were used in the attack.
30364,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A locally-made explosive device planted inside a gas bottle containing 30 kilograms of explosive material and utilizing a mobile phone as a triggering mechanism was used in the attack.
30365,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,An 80-kilogram remote-controlled homemade roadside bomb utilizing a radio as a triggering mechanism was used in the attack.
30366,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Twenty-four explosives-laden vehicles and 56 other explosive devices were used in the attack.
30367,12,Other,,,,,,,,,,,,,,,A thrown brick was used in the attack.
30368,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A socket bomb wrapped inside with plastic straps was used in the attack.
30369,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Thirty-two mortars were used in the attack.
30370,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 20-kilogram explosive device constructed from an air-conditioner was used in the attack.
30371,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Between 46 and 57 explosives-laden vehicles and 381 other explosive devices were used in the attack.
30372,6,Explosives,15,Vehicle,13,Unknown,,,,,,,,,,,An explosives-laden Humvee was used in the attack.
30373,6,Explosives,15,Vehicle,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Explosives-laden vehicles mortars and machine guns were used in the attack.
30374,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Automatic rifles and sharp weapons were used in the attack.
30375,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,Explosives-laden vests 12 rockets and firearms were used in the attack.
30376,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled roadside bomb utilizing a mobile phone as a triggering mechanism was used in the attack.
30377,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two explosive devices planted inside a bag were used in the attack.
30378,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A homemade incendiary device was used in the attack.
30379,6,Explosives,8,Landmine,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Two landmines and M16A1 assault rifles were used in the attack.
30380,6,Explosives,15,Vehicle,,,,,,,,,,,,,An 80-kilogram explosive device constructed from an LPG cylinder and planted on a motorcycle was used in the attack.
30381,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Explosive projectiles and AK-47 assault rifles were used in the attack.
30382,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,A five-kilogram pressure-trigger explosive device planted inside a steel tiffin was used in the attack.
30383,6,Explosives,16,Unknown Explosive Type,13,Unknown,,,,,,,,,,,Roadside bombs were used in the attack.
30384,9,Melee,23,Knife or Other Sharp Object,10,Vehicle (not to include vehicle-borne explosives i.e. car or truck bombs),,,,,,,,,,,A knife and a Chevrolet Malibu were used in the attack.
30385,10,Vehicle (not to include vehicle-borne explosives i.e. car or truck bombs),,,,,,,,,,,,,,,A U-Haul van was used in the attack.
30386,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled homemade explosive device constructed from gas canisters and utilizing a mobile phone as a triggering mechanism was used in the attack.
30387,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A roadside bomb described as an explosively formed penetrator (EFP) was used in the attack.
30388,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AR-15 semiautomatic rifles equipped with bump stocks were used in the attack.
30389,6,Explosives,8,Landmine,,,,,,,,,,,,,A landmine planted inside a building was used in the attack.
30390,6,Explosives,8,Landmine,,,,,,,,,,,,,A two-kilogram landmine was used in the attack.
30391,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,M16 and MK47 rifles were used in the attack.
30392,9,Melee,24,Rope or Other Strangling Device,9,Melee,27,Unknown Weapon Type,,,,,,,,,Rope was used in the attack.
30393,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A two-kilogram explosive device planted inside a steel container was used in the attack.
30394,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Mortars rocket-propelled grenades (RPGs) and AK-47 assault rifles were used in the attack.
30395,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,An explosives-laden Hyundai vehicle containing 156 kilograms of anti-armor shells and TNT and explosives-laden belts were used in the attack.
30396,6,Explosives,8,Landmine,,,,,,,,,,,,,A remote-controlled landmine concealed in a water container was used in the attack.
30397,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Small-caliber firearms were used in the attack.
30398,6,Explosives,8,Landmine,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Three explosive devices including two landmines were used in the attack.
30399,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,,,,,A knife a pickax and a fan were used in the attack.
30400,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,AK-47 assault rifles and machetes were used in the attack.
30401,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A Dushka machine gun mounted on top of a vehicle was used in the attack.
30402,6,Explosives,12,Remote Trigger,5,Firearms,5,Unknown Gun Type,,,,,,,,,A remote-detonated roadside bomb and firearms were used in the attack.
30403,6,Explosives,7,Grenade,6,Explosives,17,Other Explosive Type,,,,,,,,,Three RGD-5 and F-1 combat grenades and other explosive devices were used in the attack.
30404,6,Explosives,14,Time Fuse,,,,,,,,,,,,,A timed homemade explosive device containing ammonium nitrate shotgun ammunition oil and nails and connected to an alarm clock was used in the attack.
30405,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,,,,,,,,,Firearms a stone and another unidentified blunt object were used in the attack.
30406,5,Firearms,3,Handgun,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Multiple 9-mm pistols and knives were used in the attack.
30407,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,A Kalashnikov machine gun and Molotov cocktails were used in the attack.
30408,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,,,,,Knives and iron bars were used in the attack.
30409,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Multiple 12-gauge weapons were used in the attack.
30410,5,Firearms,3,Handgun,9,Melee,22,Hands Feet Fists,,,,,,,,,A pistol was used in the attack.
30411,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20-kilogram remote-controlled explosive device planted inside a cooking gas cylinder and utilizing a radio as a triggering mechanism was used in the attack.
30412,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device planted on a wagon was used in the attack.
30413,6,Explosives,7,Grenade,,,,,,,,,,,,,A sound grenade was used in the attack.
30414,6,Explosives,17,Other Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,A crude explosive device and firearms were used in the attack.
30415,6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,A grenade and AK-47 and AK-56 assault rifles were used in the attack.
30416,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,A Qaher-M2 ballistic missile was used in the attack.
30417,6,Explosives,15,Vehicle,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An explosives-laden vehicle and an anti-aircraft gun mounted on a Toyota Hilux truck were used in the attack.
30418,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden Toyota Noah was used in the attack.
30419,6,Explosives,15,Vehicle,,,,,,,,,,,,,At least one explosives-laden truck was used in the attack.
30420,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An explosives-laden vest and AK-47 assault rifles were used in the attack.
30421,9,Melee,21,Blunt Object,11,Sabotage Equipment,,,,,,,,,,,Gun butts were used in the attack.
30422,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,RPG-7 missiles and firearms were used in the attack.
30423,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden truck containing approximately 350 kilograms of homemade and military-grade explosives was used in the attack.
30424,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden Toyota Noah minivan was used in the attack.
30425,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,A five-liter jerrycan of petrol was used in the attack.
30426,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A 25-kilogram explosive device was used in the attack.
30427,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden truck carrying over 2700 kilograms of ammonium nitrate was used in the attack.
30428,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden white Hyundai Elantra was used in the attack.
30429,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device fashioned from an 81-mm mortar round was used in the attack.
30430,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,8,Incendiary,20,Gasoline or Alcohol,,,,,Handguns two M16 assault rifles and gasoline were used in the attack.
30431,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A remote-controlled explosive device attached underneath a vehicle was used in the attack.
30432,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A locally-manufactured explosive device was used in the attack.
30433,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 50-kilogram remote-controlled explosive device was used in the attack.
30434,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,Two explosives-laden police trucks one explosives-laden Humvee and firearms were used in the attack.
30435,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A magnetic bomb attached to a Toyota Fielder was used in the attack.
30436,6,Explosives,15,Vehicle,,,,,,,,,,,,,A Toyota Corolla laden with 300 kilograms of explosives was used in the attack.
30437,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosives-laden bicycle was used in the attack.
30438,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,An accelerant was used in the attack.
30439,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden vehicle containing between 70 and 100 kilograms of explosives was used in the attack.
30440,6,Explosives,15,Vehicle,5,Firearms,5,Unknown Gun Type,,,,,,,,,Two explosives-laden Humvees and firearms were used in the attack.
30441,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20-kilogram remote-controlled roadside bomb planted inside a cooking gas cylinder and utilizing a radio as a triggering mechanism was used in the attack.
30442,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,A 700-gram PVC pipe bomb was used in the attack.
30443,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Mortars antitank missiles and machine guns were used in the attack.
30444,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled explosive device constructed from a gas bottle and utilizing a mobile phone as a triggering mechanism was used in the attack.
30445,9,Melee,21,Blunt Object,,,,,,,,,,,,,Assault rifle butts were used in the attack.
30446,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Rocket-propelled grenades (RPGs) missiles and firearms were used in the attack.
30447,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A locally-manufactured sound bomb was used in the attack.
30448,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A magnetic bomb attached to a pickup truck was used in the attack.
30449,5,Firearms,3,Handgun,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,A .38-caliber handgun and a knife were used in the attack.
30450,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Explosive projectiles and firearms were used in the attack.
30451,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,7,Grenade,,,,,An explosives-laden vehicle four explosives-laden vests and grenades were used in the attack.
30452,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Bazookas and firearms were used in the attack.
30453,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosives-laden wheelbarrow pushed by a suicide bomber was used in the attack.
30454,6,Explosives,7,Grenade,,,,,,,,,,,,,A grenade planted inside a blue polythene bag was used in the attack.
30455,6,Explosives,10,Pressure Trigger,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Three explosive devices including one device connected to infrared sensors and containing between 10 and 15 kilograms of lead ball bearings were used in the attack.
30456,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,18,Arson/Fire,,,,,,,,,M16 Armalite rifles M14 rifles AK-47 assault rifles and fire were used in the attack.
30457,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosive device containing the equivalent of 400 to 600 grams of TNT and metal pellets and planted on a motorcycle was used in the attack.
30458,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Ten liters of gasoline was used in the attack.
30459,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,At least eight Molotov cocktails were used in the attack.
30460,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,,,,,Knives iron knuckles and iron chains were used in the attack.
30461,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosive device weighing between five and six kilograms and planted inside a vehicle was used in the attack.
30462,6,Explosives,12,Remote Trigger,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Three explosive devices including a remote-controlled device were used in the attack.
30463,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Between three and nine explosives-laden vehicles and more than 300 other explosive devices were used in the attack.
30464,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,Two explosives-laden vehicles including a motorcycle containing remote-controlled homemade explosive devices explosives-laden vests and firearms were used in the attack.
30465,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A lunchbox containing one kilogram of explosives was used in the attack.
30466,6,Explosives,14,Time Fuse,,,,,,,,,,,,,A timed 3.25-kilogram explosive device containing safety fuses was used in the attack.
30467,6,Explosives,8,Landmine,,,,,,,,,,,,,Three landmines including one weighing 10 kilograms were used in the attack.
30468,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Rocket launchers mortars and automatic firearms were used in the attack.
30469,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two roadside bombs each weighing between three and four kilograms were used in the attack.
30470,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device made of two oil cans was used in the attack.
30471,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Multiple 14.5-mm automatic firearms were used in the attack.
30472,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,16,Unknown Explosive Type,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,An explosives-laden vest a roadside bomb and Fabrique Nationale Rifles were used in the attack.
30473,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Two horses laden with 50 kilograms of explosives were used in the attack.
30474,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A magnetic bomb attached to a Toyota Hilux was used in the attack.
30475,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Two planted mortars were used in the attack.
30476,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden Toyota Corolla carrying 100 kilograms of explosives in a gas balloon and 50 kilograms of explosives elsewhere in the vehicle was used in the attack.
30477,10,Vehicle (not to include vehicle-borne explosives i.e. car or truck bombs),,,7,Fake Weapons,,,,,,,,,,,A rental pickup truck and replica firearms were used in the attack.
30478,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,An explosive device attached to a fuel tanker was used in the attack.
30479,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device constructed from an armor-piercing rocket was used in the attack.
30480,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device containing the equivalent of 4.5 kilograms of trinitrotoluene (TNT) was used in the attack.
30481,6,Explosives,8,Landmine,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Six landmines and two other explosive devices were used in the attack.
30482,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Eleven handmade explosive devices were used in the attack.
30483,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,8,Incendiary,18,Arson/Fire,,,,,Automatic rifles and handguns were used in the attack.
30484,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled homemade explosive device weighing one-kilogram was used in the attack.
30485,8,Incendiary,18,Arson/Fire,13,Unknown,,,,,,,,,,,Fire and unknown weapons were used in the attack.
30486,12,Other,,,,,,,,,,,,,,,Rocks and beer bottles were used in the attack.
30487,6,Explosives,7,Grenade,,,,,,,,,,,,,A thrown rifle grenade was used in the attack.
30488,6,Explosives,15,Vehicle,,,,,,,,,,,,,A landmine was placed inside of a vehicle which was used in the attack.
30489,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,A long-range ballistic missile called the Burqan 2H was used in the attack.
30490,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Firearms machetes and cutlasses were used in the attack.
30491,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives device consisting of a two-inch pipe connected to a battery was used in the attack.
30492,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Firearms and a sharp object were used in the attack.
30493,6,Explosives,7,Grenade,,,,,,,,,,,,,Two sound grenades were used in the attack.
30494,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Four assault rifles were used in the attack.
30495,6,Explosives,8,Landmine,,,,,,,,,,,,,Two roadside landmines planted inside aluminum buckets and containing 25 kilograms of explosive material were used in the attack.
30496,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,At least eight explosive devices were used in the attack.
30497,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,A PVC pipe bomb containing thermite and a magnesium strip was used in the attack.
30498,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,Five locally-made remote-controlled explosive devices each consisting of five metal pipes filled with approximately one-kilogram of explosives were used in the attack.
30499,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A 2.5-kilogram explosive device planted inside a plastic bag was used in the attack.
30500,5,Firearms,3,Handgun,9,Melee,21,Blunt Object,,,,,,,,,A handgun and a baton were used in the attack.
30501,6,Explosives,15,Vehicle,6,Explosives,7,Grenade,,,,,,,,,An explosives-laden motorcycle containing between 12 and 15 kilograms of explosives and a grenade were used in the attack.
30502,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An explosive device and Kalashnikov assault rifles were used in the attack.
30503,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden motorcycle concealed under a pile of bushes in a storm drain was used in the attack.
30504,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,3,Handgun,,,,,,,,,Two explosives-laden vests weighing 15 kilograms each and a pistol were used in the attack.
30505,8,Incendiary,18,Arson/Fire,12,Other,,,,,,,,,,,Fire and bow and arrows were used in the attack.
30506,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An M203 grenade launcher M16 assault rifles M14 assault rifles and AK-47 assault rifles were used in the attack.
30507,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,,,,,,,,,Firearms sticks and stones were used in the attack.
30508,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20-kilogram remote-controlled explosive device constructed from a gas cylinder was used in the attack.
30509,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden armored truck was used in the attack.
30510,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Over 100 explosive devices were used in the attack.
30511,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,One hundred and fifty-two explosive devices were used in the attack.
30512,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,5,Unknown Gun Type,8,Incendiary,20,Gasoline or Alcohol,,,,,Rifles and other firearms along with gasoline were used in the attack.
30513,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AK-47 assault rifles and M14 rifles were used in the attack.
30514,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,An explosive device magnetically attached to a vehicle was used in the attack.
30515,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives-laden cart consisting of 54 kilograms of explosive material two gas cylinders and an explosive device was used in the attack.
30516,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled explosives device was used in the attack.
30517,6,Explosives,8,Landmine,13,Unknown,,,,,,,,,,,Landmines were used in the attack.
30518,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device contained in a wooden box with wires connected to it was used in the attack.
30519,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Three explosive devices and AK-47 assault rifles were used in the attack.
30520,6,Explosives,8,Landmine,5,Firearms,5,Unknown Gun Type,,,,,,,,,Fifty landmines and firearms were used in the attack.
30521,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A steel bomb and a crude bomb were used in the attack.
30522,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden lorry truck was used in the attack.
30523,6,Explosives,17,Other Explosive Type,8,Incendiary,18,Arson/Fire,,,,,,,,,Two homemade explosive devices and fire were used in the attack.
30524,6,Explosives,7,Grenade,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,A hand grenade M203 grenade launcher and a rocket-propelled grenade (RPG) were used in the attack.
30525,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device constructed from a kettle and planted inside a noodle carton was used in the attack.
30526,6,Explosives,14,Time Fuse,5,Firearms,5,Unknown Gun Type,,,,,,,,,A timed roadside bomb and firearms were used in the attack.
30527,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives-laden hospital was used in the attack.
30528,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled roadside bomb planted inside a cooking cylinder and utilizing a radio as a triggering mechanism was used in the attack.
30529,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device wrapped in plastic was used in the attack.
30530,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosive device carried in a bag of beans was used in the attack.
30531,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device including wires and a battery contained in a bag was used in the attack.
30532,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A five-kilogram remote-controlled roadside bomb utilizing a radio as a triggering mechanism was used in the attack.
30533,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device containing a grenade concealed in a milk can was used in the attack.
30534,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail containing kerosene was used in the attack.
30535,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade bomb consisting of black powder cut nails and metal sheets with a torch as triggering device was used in the attack.
30536,5,Firearms,3,Handgun,,,,,,,,,,,,,A .45-caliber pistol and a nine-mm pistol were used in the attack.
30537,6,Explosives,7,Grenade,12,Other,,,,,,,,,,,A grenade and stones were used in the attack.
30538,6,Explosives,16,Unknown Explosive Type,8,Incendiary,18,Arson/Fire,,,,,,,,,Thirty explosive devices and fire were used in the attack.
30539,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Rocket-propelled grenades (RPGs) other explosive devices machine guns and fire were used in the attack.
30540,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Five explosives-laden vehicles and at least 450 explosive devices were used in the attack.
30541,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden motorcycle containing between 15 and 20 kilograms of explosive material were used in the attack.
30542,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,An explosive device weighing between five and seven kilograms and attached to a motorcycle was used in the attack.
30543,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device weighing between three and ten kilograms was used in the attack.
30544,6,Explosives,8,Landmine,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,A command-detonated landmine and automatic firearms were used in the attack.
30545,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,16,Unknown Explosive Type,,,,,,,,,Rocket launchers and other explosive devices were used in the attack.
30546,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A sock bomb was used in the attack.
30547,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A remote-controlled explosive device magnetically attached to a vehicle was used in the attack.
30548,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device concealed in a  polyethylene bag was used in the attack.
30549,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,Two Kalashnikov assault rifles and pistols were used in the attack.
30550,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Forty-seven explosive devices were used in the attack.
30551,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosives-laden vest consisting of 10 kilograms of explosive material and steel balls was used in the attack.
30552,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device concealed in hay was used in the attack.
30553,5,Firearms,3,Handgun,,,,,,,,,,,,,Two unknown types of handguns were used in the attack.
30554,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,At least five explosive devices were used in the attack.
30555,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,A short-range missile was used in the attack.
30556,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden Toyota Corolla containing 200 kilograms of explosives was used in the attack.
30557,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A 34 centimeter-long kitchen knife was used in the attack.
30558,6,Explosives,7,Grenade,6,Explosives,17,Other Explosive Type,,,,,,,,,Two hand grenades and seven socket bombs were used in the attack.
30559,6,Explosives,17,Other Explosive Type,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Two homemade explosive devices and four kilograms of explosive material were used in the attack.
30560,8,Incendiary,18,Arson/Fire,9,Melee,21,Blunt Object,,,,,,,,,Fire and rifle butts were used in the attack.
30561,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled explosive device containing two kilograms of RDX and planted inside a five-liter pressure cooker was used in the attack.
30562,5,Firearms,3,Handgun,,,,,,,,,,,,,A nine-mm pistol was used in the attack.
30563,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,A pressure triggered explosive device was used in the attack.
30564,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Twelve mortars were used in the attack.
